docs/architecture/prompt-eval-harness.md	eval-dir	scripts/eval/README.md	## An experiment directory	70e7af1a5590
docs/architecture/prompt-eval-harness.md	eval-inject	scripts/eval/README.md	## How an arm reaches the model	c8dbbac55b2a
docs/architecture/prompt-eval-harness.md	eval-intro	scripts/eval/README.md	L1-L13	e24febfd30a8
docs/architecture/prompt-eval-harness.md	eval-refusals	scripts/eval/README.md	## What each script will not do	f62739504229
docs/architecture/prompt-eval-harness.md	eval-running	scripts/eval/README.md	## Running one	42eb455b2322
docs/architecture/prompt-eval-harness.md	judge-script	scripts/eval/judge-agy.sh	L1-L8	479345972537
docs/architecture/prompt-eval-harness.md	paired-header	scripts/eval/paired.py	L1-L28	9ea39616fa2d
docs/architecture/prompt-eval-harness.md	pairs-doc	scripts/eval/pairs.py	L1-L20	80716679af0e
docs/architecture/prompt-eval-harness.md	readme-pref	scripts/eval/README.md	## Judging a preference instead of a count	660cb2ad1732
docs/architecture/review-dispatch.md	df-guarantees	plugins/df/README.md	### It's working if	6ab5e6062ab4
docs/architecture/review-dispatch.md	impl-gates	plugins/df/skills/implement/SKILL.md	L395-L397	54961b01f124
docs/architecture/review-dispatch.md	impl-phase-pass	plugins/df/skills/implement/SKILL.md	L187-L197	2d6ac21ba528
docs/architecture/review-dispatch.md	impl-run-pass	plugins/df/skills/implement/SKILL.md	L259-L261	2fe517e402fd
docs/architecture/review-dispatch.md	removal-rule	CONTRIBUTING.md	## Commit Conventions	f86e9f3bad9d
docs/architecture/review-dispatch.md	reviewer-frontmatter	plugins/df/agents/code-reviewer.md	L1-L7	05c75de3a966
docs/architecture/statusline.md	sl-buffer	statusline/statusline.mjs	L79-L86	dcfb2ab48161
docs/architecture/statusline.md	sl-cache	statusline/statusline.mjs	L168-L187	817b5ee418d9
docs/architecture/statusline.md	sl-cost	statusline/statusline.mjs	L190-L253	876af70eebed
docs/architecture/statusline.md	sl-dispatch	statusline/statusline.mjs	L270-L307	b8cf4dee2c78
docs/architecture/statusline.md	sl-not-a-plugin	CLAUDE.md	## statusline (statusline/)	27a7a2795fac
docs/architecture/statusline.md	sl-rates	statusline/statusline.mjs	L18-L62	b16de0e7a0cb
docs/architecture/statusline.md	sl-thresholds	statusline/statusline.mjs	L103-L108	ea823662305d
docs/architecture/statusline.md	sl-why	statusline/statusline.mjs	L2-L14	02472ac4fa5e
docs/architecture/statusline.md	sl-worktree	statusline/statusline.mjs	L278-L294	8c47fb7b52f0
docs/decisions/0001-one-rule-one-place.md	orop-rule	CLAUDE.md	## Gotchas	0e90536983a8
docs/decisions/0002-model-tiering-for-dispatched-work.md	cr-frontmatter	plugins/df/agents/code-reviewer.md	L1-L7	05c75de3a966
docs/decisions/0002-model-tiering-for-dispatched-work.md	tiering-gotcha	CLAUDE.md	## Gotchas	0e90536983a8
docs/decisions/0003-the-cell-is-the-unit-of-analysis.md	paired-doc	scripts/eval/paired.py	L1-L28	9ea39616fa2d
docs/decisions/0004-a-removal-names-its-replacement.md	checks-blind	CLAUDE.md	## Verify Before Finishing	f6107b0487d9
docs/decisions/0004-a-removal-names-its-replacement.md	removal-rule	CONTRIBUTING.md	## Commit Conventions	f86e9f3bad9d
docs/decisions/0006-agy-runs-under-accept-edits.md	claude-md-agy	CLAUDE.md	### agy (plugins/agy/)	9e738e6614d4
docs/decisions/0006-agy-runs-under-accept-edits.md	consult-gates	plugins/agy/skills/consult/SKILL.md	L73-L77	fd3b91dbc91e
docs/decisions/0006-agy-runs-under-accept-edits.md	delegate-frontmatter	plugins/agy/skills/delegate/SKILL.md	L1-L5	899c4cbfc564
docs/decisions/0006-agy-runs-under-accept-edits.md	delegate-gates	plugins/agy/skills/delegate/SKILL.md	L80-L88	bf5e92e60e4d
docs/decisions/0006-agy-runs-under-accept-edits.md	delegate-why-subagent	plugins/agy/skills/delegate/SKILL.md	L10-L10	8fd3523ac7cf
docs/decisions/0007-the-rung-decides-what-a-prompt-edit-runs.md	rung-ladder	CONTRIBUTING.md	## Changing a Shipped Prompt	5a52035b1ccd
docs/decisions/0008-a-page-cites-only-what-a-clone-carries.md	capture-not-compiled-layer	plugins/kb/skills/capture/SKILL.md	L12-L12	eab17e8746e9
docs/decisions/0008-a-page-cites-only-what-a-clone-carries.md	kb-raw-untracked	plugins/kb/README.md	## Upgrading from 1.0.x	021b9b5f1cfb
docs/decisions/0008-a-page-cites-only-what-a-clone-carries.md	raw-citation-refusal	plugins/kb/scripts/check-docs.sh	L748-L765	350968e2b0e2
docs/decisions/0008-a-page-cites-only-what-a-clone-carries.md	weave-routing	plugins/kb/skills/weave/SKILL.md	### Step 2: Route each claim	792cf7417ccb
docs/decisions/0008-a-page-cites-only-what-a-clone-carries.md	zone-resolution	plugins/kb/scripts/check-docs.sh	L161-L172	876b278e0693
docs/decisions/0009-a-version-bump-touches-two-manifests-and-no-tag.md	catalog-ref-main	.agents/plugins/marketplace.json	(whole)	f080b117403c
docs/decisions/0009-a-version-bump-touches-two-manifests-and-no-tag.md	semver-table	CONTRIBUTING.md	## Versioning (semver reference)	dfdffe434574
docs/decisions/0009-a-version-bump-touches-two-manifests-and-no-tag.md	versioning-rule	CLAUDE.md	## Versioning	617a7aec2e56
docs/decisions/0010-a-vanished-source-deletes-its-entry.md	source-missing-report	plugins/kb/scripts/check-docs.sh	L743-L746	a0fb5933b4eb
docs/decisions/0010-a-vanished-source-deletes-its-entry.md	vanished-source-rule	.kb/schema.md	## Provenance	b30a2f3c7b4d
docs/decisions/0011-a-preference-is-judged-pairwise-in-both-orders.md	judge-pair-header	scripts/eval/judge-pair.sh	L1-L18	c5879f9d22fe
docs/decisions/0011-a-preference-is-judged-pairwise-in-both-orders.md	pairs-doc	scripts/eval/pairs.py	L1-L20	80716679af0e
docs/decisions/0011-a-preference-is-judged-pairwise-in-both-orders.md	readme-pref	scripts/eval/README.md	## Judging a preference instead of a count	660cb2ad1732
docs/product/answer-first-style.md	root-readme	README.md	L59-L59	9fe28e6b3b2d
docs/product/answer-first-style.md	style-head	plugins/style/output-styles/answer-first.md	L1-L11	12c0f272ff86
docs/product/answer-first-style.md	style-placement	plugins/style/README.md	## What the base prompt already says about prose	d398dda946b7
docs/product/answer-first-style.md	style-sources	plugins/style/README.md	## Where the rules came from	7f4c71613ac3
docs/product/answer-first-style.md	style-version	.claude-plugin/marketplace.json	L65-L75	d976406db89d
docs/product/df-workflow.md	checks-blind	CLAUDE.md	## Verify Before Finishing	f6107b0487d9
docs/product/df-workflow.md	df-overview	plugins/df/README.md	## Overview	7aac1aa99ad3
docs/product/df-workflow.md	df-skills	plugins/df/README.md	## Skills	57866131d440
